iter	RMSE
424	77.04184651
425	76.93709295
426	76.86633917
427	76.78816091
428	76.72220782
429	76.71231818
430	76.68974078
431	76.5599637
432	76.41865742
433	76.29199911
434	76.18853935
435	76.04861857
436	75.9491498
437	75.92943784
438	75.80686842
439	75.6932539
440	75.64663779
441	75.57784031
442	75.48933457
443	75.42800838
444	75.32179332
445	75.20742409
446	75.08509434
447	74.97047479
448	74.89191569
449	74.85433416
450	74.7368269
451	74.64311169
452	74.61615543
453	74.53634993
454	74.47065184
455	74.43794624
456	74.36855899
457	74.29843171
458	74.20914087
459	74.1306299
460	74.0216763
461	73.93005899
462	73.81874003
463	73.71557174
464	73.58073564
465	73.47677373
466	73.38481741
467	73.31658008
468	73.27595001
469	73.17717788
470	73.14584935
471	73.05555165
472	72.98045401
473	72.90606798
474	72.81156173
475	72.70198294
476	72.62051317
477	72.47167951
478	72.42836807
479	72.35886655
480	72.29111744
481	72.16531036
482	72.03768073
483	71.9387218
484	71.92661976
485	71.87522814
486	71.83996625
487	71.80806673
488	71.71806308
489	71.66890596
490	71.63129486
491	71.56126818
492	71.49732129
493	71.40672417
494	71.30365564
495	71.24459671
496	71.16755038
497	71.12318913
498	71.00398823
499	70.88597295
500	70.8015364
501	70.75502485
502	70.69781071
503	70.58648509
504	70.534272
505	70.50103649
506	70.41404132
507	70.32943881
508	70.23646552
509	70.17352347
510	70.07741801
511	70.0273007
512	69.8667489
513	69.81274225
514	69.78789113
515	69.68242285
516	69.58294205
517	69.50224394
518	69.4640148
519	69.44896966
520	69.43799007
521	69.3736524
522	69.31848707
523	69.21086069
524	69.17991969
525	69.09116062
526	69.04874548
527	69.02156495
528	69.01163544
529	68.9816141
530	68.94994148
531	68.79720704
532	68.71990421
533	68.71080516
534	68.65691908
535	68.57512905
536	68.51188867
537	68.4347942
538	68.35439729
539	68.3066938
540	68.24440084
541	68.23323635
542	68.14464175
543	68.05453031
544	68.04201726
545	67.95530719
546	67.9463151
547	67.88661068
548	67.8036139
549	67.75389881
550	67.64506803
551	67.55138974
552	67.54498884
553	67.43915288
554	67.40847154
555	67.32315033
556	67.26339706
557	67.20241174
558	67.14635731
559	67.04902449
560	66.97402573
561	66.84876768
562	66.75422523
563	66.6014155
564	66.55800748
565	66.50145023
566	66.42932729
567	66.36943439
568	66.35415425
569	66.28298523
570	66.19600144
571	66.03523849
572	65.96423028
573	65.85551647
574	65.71479754
575	65.64627151
576	65.58205651
577	65.4952831
578	65.40296057
579	65.35104649
580	65.27793367
581	65.16875513
582	65.11395389
583	65.09184123
584	65.03620755
585	64.97138451
586	64.89254244
587	64.8290469
588	64.72892594
589	64.69425811
590	64.64033288
591	64.57226632
592	64.46410768
593	64.42297976
594	64.38346829
595	64.32865404
596	64.26872656
597	64.16563905
598	64.09134764
599	64.04086988
600	64.00214062
601	63.96389026
602	63.85750381
603	63.80080667
604	63.74161958
605	63.63434654
606	63.54362693
607	63.50783076
608	63.42750155
609	63.36216389
610	63.32923138
611	63.251513
612	63.19724995
613	63.16163854
614	63.05903789
615	62.97668168
616	62.84255767
617	62.81942765
618	62.7995123
619	62.63916077
620	62.62495857
621	62.57531326
622	62.52051211
623	62.50225545
624	62.43471464
625	62.36065894
626	62.31449938
627	62.29170056
628	62.23594592
629	62.22709047
630	62.18393518
631	62.14427563
632	62.08657177
633	62.06739556
634	61.95895487
635	61.90362075
636	61.85680468
637	61.76004259
638	61.70136554
639	61.57763087
640	61.54154297
641	61.49684918
642	61.38637779
643	61.36676417
644	61.32144455
645	61.27820411
646	61.18907548
647	61.08857704
648	61.05291557
649	61.01483682
650	60.92686484
651	60.89242229
652	60.83560407
653	60.80701141
654	60.77508915
655	60.75689852
656	60.73835181
657	60.69496443
658	60.65875184
659	60.60066996
660	60.5332454
661	60.46864223
662	60.43530287
663	60.42165043
664	60.37862284
665	60.34330259
666	60.23860069
667	60.14173252
668	60.09687363
669	60.02886961
670	59.98560589
671	59.94589903
672	59.85920298
673	59.77163691
674	59.75897195
675	59.68247508
676	59.61188409
677	59.55485396
678	59.46861847
679	59.40613898
680	59.36356109
681	59.33702133
682	59.25804474
683	59.24340545
684	59.13857544
685	59.09435093
686	59.05173212
687	58.99300688
688	58.94995661
689	58.88163107
690	58.85116877
691	58.73719827
692	58.72079106
693	58.65771184
694	58.60763538
695	58.56551657
696	58.45899179
697	58.4105621
698	58.37612125
699	58.30404067
700	58.20366523
701	58.14798452
702	58.10387568
703	58.0415946
704	57.97044581
705	57.96075677
706	57.92691168
707	57.8832146
708	57.80715389
709	57.75451747
710	57.68102922
711	57.62692061
712	57.57345222
713	57.54831583
714	57.47809991
715	57.36793081
716	57.30175526
717	57.26547407
718	57.21715448
719	57.15940756
720	57.13464935
721	57.07280503
722	57.04290974
723	57.03515113
724	56.99949838
725	56.94316684
726	56.91753311
727	56.90869429
728	56.8285524
729	56.76952518
730	56.70984112
731	56.63358797
732	56.60434896
733	56.58415451
734	56.55341806
735	56.54727186
736	56.51018586
737	56.48900628
738	56.43829789
739	56.39421594
740	56.30307105
741	56.28225554
742	56.19552836
743	56.15310651
744	56.14701953
745	56.09114451
746	56.00953858
747	55.89602662
748	55.8120246
749	55.78078257
750	55.70323077
751	55.6225825
752	55.56434253
753	55.50377471
754	55.49706152
755	55.46447699
756	55.42503791
757	55.38280489
758	55.31613162
759	55.30965358
760	55.30354541
761	55.23949654
762	55.16814923
763	55.12026396
764	55.06488452
765	55.01484356
766	54.96972763
767	54.91031982
768	54.87041156
769	54.83036026
770	54.80459354
771	54.79733409
772	54.76301756
773	54.75830601
774	54.68010829
775	54.63565219
776	54.58277838
777	54.5083313
778	54.44707263
779	54.39648989
780	54.34998454
781	54.31884195
782	54.2656127
783	54.21076812
784	54.15593728
785	54.11447635
786	54.08074607
787	54.02982567
788	53.98323878
789	53.97767958
790	53.93314129
791	53.86369074
792	53.82066201
793	53.78995235
794	53.75002233
795	53.68963474
796	53.62671221
797	53.59679893
798	53.59234932
799	53.56107834
800	53.55650694
801	53.52443815
802	53.49995417
803	53.45458334
804	53.44961852
805	53.44590436
806	53.4007764
807	53.38458953
808	53.2937061
809	53.28656225
810	53.23982354
811	53.20196104
812	53.19793762
813	53.15164664
814	53.12828761
815	53.09788819
816	53.09365623
817	53.06605532
818	53.03471654
819	53.03059795
820	52.99247991
821	52.98868322
822	52.98473408
823	52.92477905
824	52.90628213
825	52.86479505
826	52.86089251
827	52.83352213
828	52.7980171
829	52.79442548
830	52.76436307
831	52.67950734
832	52.67577094
833	52.64145022
834	52.63780114
835	52.60824939
836	52.57322992
837	52.53163494
838	52.50470176
839	52.48578154
840	52.39966038
841	52.34048733
842	52.33467929
843	52.28823478
844	52.2226467
845	52.18043725
846	52.10013881
847	52.02144322
848	52.01779532
849	51.97576248
850	51.92330776
851	51.89536015
852	51.8799082
853	51.87472361
854	51.87133196
855	51.8027005
856	51.73414502
857	51.71156958
858	51.62360851
859	51.55930193
860	51.50804332
861	51.47024032
862	51.46603951
863	51.40313756
864	51.38251289
865	51.32013541
866	51.28781394
867	51.25133363
868	51.21532371
869	51.17158009
870	51.16858147
871	51.1243612
872	51.07671084
873	51.06617779
874	51.01317839
875	50.98128595
876	50.94035781
877	50.90023872
878	50.87021999
879	50.81505292
880	50.78694534
881	50.71292939
882	50.69887243
883	50.69595234
884	50.65167713
885	50.5763064
886	50.537493
887	50.52875481
888	50.52487968
889	50.52049949
890	50.47649577
891	50.43366776
892	50.38043933
893	50.3775265
894	50.35938471
895	50.31484676
896	50.2658718
897	50.2295441
898	50.22540036
899	50.21751526
900	50.18178736
901	50.16857438
902	50.15360557
903	50.12680232
904	50.08672824
905	50.0382002
906	49.95688947
907	49.90031166
908	49.89748665
909	49.85221111
910	49.82686788
911	49.8243439
912	49.78487731
913	49.76116036
914	49.7124321
915	49.63563462
916	49.61334559
917	49.59726664
918	49.58582959
919	49.53686751
920	49.51500641
921	49.43918799
922	49.41681777
923	49.38714038
924	49.36305994
925	49.33243765
926	49.2609552
927	49.2077817
928	49.14538919
929	49.08996689
930	49.05363607
931	49.02483196
932	48.99290709
933	48.98242723
934	48.97787077
935	48.94750683
936	48.91218249
937	48.88442431
938	48.86734552
939	48.84198058
940	48.82776139
941	48.78683561
942	48.76375248
943	48.73344233
944	48.72918808
945	48.69715872
946	48.64012805
947	48.60785008
948	48.60316539
949	48.52733482
950	48.49359771
951	48.49095496
952	48.48860647
953	48.4212852
954	48.41906186
955	48.37394763
956	48.35447355
957	48.29762627
958	48.25544182
959	48.24842921
960	48.23494107
961	48.20216756
962	48.18883862
963	48.14768438
964	48.12578449
965	48.08692102
966	48.07675877
967	48.07301409
968	48.04946592
969	48.03457391
970	48.01901698
971	48.00139489
972	47.94667596
973	47.92382527
974	47.87460615
975	47.85360644
976	47.81984367
977	47.76630351
978	47.72533229
979	47.67650054
980	47.6319509
981	47.59746637
982	47.58664494
983	47.51893802
984	47.50426894
985	47.44462572
986	47.4371066
987	47.37586869
988	47.33883056
989	47.3046407
990	47.2811619
991	47.2522702
992	47.20476778
993	47.16176734
994	47.14911611
995	47.1448742
996	47.10783378
997	47.08096092
998	47.05156195
999	47.00659622
